Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-21686][2020 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1+Redline 93 v400.ptm - Realtime: Stage1+Redline 93 v400.ptm]"
0.000,-12.50,-7.81,13.51,5.5,14.21,-4.95,14.70,0.80,14.70,190,1.000,0.00,0.00,1323,1447,0,-0.50,1.15,149,140,12.17,1.64,203,900,43.48,0.74,0.000,11.4,0.00,0
0.014,-12.50,-7.81,13.56,5.9,14.21,-4.49,14.70,0.83,14.70,190,1.000,0.00,0.00,1353,1447,0,-1.00,1.17,149,140,12.60,1.66,203,914,46.42,0.43,0.000,11.4,0.00,0
0.017,-12.50,-7.81,13.57,6.7,14.21,-4.21,14.70,0.83,14.70,190,1.000,0.00,0.00,1346,1447,0,-1.00,1.18,149,140,13.10,1.66,203,937,51.67,0.28,0.000,11.8,0.00,0
0.029,-13.28,-7.81,13.54,7.1,14.21,-3.97,14.75,0.84,14.76,190,1.000,0.00,0.00,1425,1513,0,-2.00,1.25,149,140,13.79,1.66,203,978,57.10,0.14,0.000,12.2,0.00,0
0.113,-14.06,-7.81,13.47,9.4,14.21,-3.71,14.75,0.84,14.76,190,1.000,0.00,0.00,1475,1513,0,-1.50,1.32,149,140,14.89,1.74,203,1039,81.86,0.71,0.000,14.2,0.00,0
0.198,-14.06,-7.81,13.52,9.8,14.21,-3.40,14.74,0.88,14.76,190,1.000,0.00,0.00,1473,1513,0,-2.00,1.36,149,140,16.17,1.82,203,1083,90.83,1.23,0.000,16.1,0.00,0
0.232,-14.06,-7.81,13.69,7.8,14.21,-3.03,14.74,0.94,14.76,190,1.000,0.00,0.00,1502,1593,0,-3.50,1.44,149,140,17.76,1.86,203,1127,67.72,0.00,0.000,14.2,0.00,0
0.297,-14.06,-7.81,13.90,3.9,14.21,-3.07,14.73,0.89,14.76,190,1.000,0.00,0.00,1572,1593,0,-3.50,1.49,149,140,17.82,1.76,203,1190,30.48,-2.40,0.000,11.8,0.00,0
0.381,-13.28,-7.81,14.07,3.5,14.21,-3.59,14.72,0.78,14.76,190,1.000,0.00,0.00,1581,1447,0,1.00,1.58,149,140,16.41,1.60,203,1258,27.30,-2.92,0.000,10.6,0.00,0
0.438,-13.28,-7.81,14.08,3.9,14.21,-4.21,14.74,0.70,14.76,190,1.000,0.00,0.00,1517,1340,0,4.00,1.38,149,140,15.51,1.64,203,1311,30.27,-2.17,0.000,11.0,0.00,0
0.518,-14.06,-7.81,14.11,3.9,14.21,-4.61,14.75,0.67,14.76,190,1.000,0.00,0.00,1464,1340,0,6.00,1.42,149,140,14.98,1.64,203,1332,31.04,-1.77,0.000,11.0,0.00,0
0.583,-14.06,-7.81,14.19,4.3,14.21,-4.90,14.75,0.65,14.76,190,1.000,0.00,0.00,1413,1340,0,6.50,1.13,149,140,14.44,1.66,203,1330,32.17,-1.44,0.000,11.0,0.00,0
0.638,-14.06,-7.81,14.34,4.3,14.21,-5.04,14.75,0.63,14.76,190,1.000,0.00,0.00,1407,1340,0,6.00,1.12,149,140,14.02,1.66,203,1311,32.96,-1.20,0.000,11.0,0.00,0
0.706,-13.28,-7.81,14.46,4.7,14.21,-5.11,14.75,0.63,14.76,190,1.000,0.00,0.00,1420,1301,0,6.50,1.10,149,140,13.66,1.68,203,1281,34.90,-0.87,0.000,11.4,0.00,0
0.780,-13.28,-7.81,14.54,4.7,14.21,-5.09,14.75,0.65,14.76,190,1.000,0.00,0.00,1368,1301,1,6.50,1.06,149,140,13.33,1.68,203,1244,34.89,-0.82,0.000,11.0,0.00,0
0.843,-13.28,-7.81,14.65,4.7,14.21,-5.04,14.75,0.65,14.76,190,1.000,0.00,0.00,1342,1301,1,6.00,1.05,149,140,13.16,1.68,203,1220,35.25,-0.70,0.000,11.0,0.00,0
0.899,-13.28,-7.81,14.68,5.1,14.21,-4.98,14.75,0.65,14.76,190,1.000,0.00,0.00,1307,1301,1,5.00,1.01,149,140,12.92,1.66,203,1182,38.49,-0.56,0.000,11.4,0.00,0
0.989,-12.50,-7.81,14.71,5.5,14.21,-4.82,14.75,0.67,14.76,190,1.000,0.00,0.00,1326,1301,1,4.50,1.20,149,140,12.63,1.68,203,1128,40.06,-0.40,0.000,11.4,0.00,0
1.056,-12.50,-7.81,14.74,5.5,14.21,-4.60,14.75,0.69,14.76,190,1.000,0.00,0.00,1333,1301,1,4.50,1.17,149,140,12.17,1.66,203,1057,42.34,-0.22,0.000,11.4,0.00,0
1.132,-12.50,-7.81,14.75,5.9,14.21,-4.29,14.75,0.72,14.76,190,1.000,0.00,0.00,1311,1393,1,3.50,1.03,149,140,11.48,1.66,203,950,45.31,-0.04,0.000,11.4,0.00,0
1.188,-12.50,-7.81,14.72,8.2,14.21,-4.02,14.75,0.72,14.76,190,1.000,0.00,0.00,1319,1393,1,2.50,1.00,149,140,11.90,1.66,203,953,67.85,0.76,0.000,13.0,0.00,0
1.257,-12.50,-7.81,14.71,12.2,14.21,-3.59,14.75,0.78,14.76,190,1.000,0.00,0.00,1373,1447,1,1.50,1.12,149,140,14.11,1.86,203,1052,93.44,1.49,0.000,16.5,0.00,0
1.333,-12.50,-7.81,14.68,16.9,14.21,-2.96,14.73,0.87,14.76,190,1.000,0.00,0.00,1466,1513,1,-0.50,1.21,149,140,17.75,1.92,203,1175,111.22,1.86,0.000,18.1,0.00,0
1.389,-13.28,-7.81,14.61,18.4,14.21,-2.19,14.73,0.97,14.76,190,1.000,0.00,0.00,1577,1593,1,-3.00,1.57,149,140,20.31,2.08,203,1230,118.20,1.57,0.000,22.4,0.00,0
1.458,-13.28,-7.81,14.62,18.0,14.21,-1.52,14.73,1.05,14.76,190,1.000,0.00,0.00,1650,1646,1,-5.00,1.54,149,140,21.01,2.02,203,1204,115.05,0.74,0.000,21.7,0.00,0
1.526,-13.28,-7.81,14.65,17.6,14.21,-1.25,14.74,1.05,14.76,190,1.000,0.00,0.00,1651,1646,1,-5.50,1.76,149,140,20.63,1.92,203,1181,113.35,0.28,0.000,20.1,0.00,0
1.604,-13.28,-7.81,14.52,18.4,14.21,-1.22,14.74,1.03,14.76,190,1.000,0.00,0.00,1589,1646,1,-5.50,1.79,149,140,21.09,1.94,203,1209,116.28,0.39,0.000,22.4,0.00,0
1.681,-14.06,-7.81,14.30,18.0,14.21,-1.12,14.71,1.05,14.76,190,1.000,0.00,0.00,1612,1646,1,-5.00,1.90,149,140,22.90,2.02,203,1290,120.43,0.48,0.000,20.9,0.00,0
1.738,-14.84,-7.81,14.28,17.6,14.21,-1.21,14.66,1.02,14.70,190,1.000,0.00,0.00,1693,1646,1,-2.50,2.07,149,140,23.86,2.02,203,1383,124.15,0.64,0.000,21.3,0.00,0
1.817,-14.84,-7.81,14.38,16.9,14.21,-1.32,14.63,1.02,14.64,190,1.000,0.00,0.00,1686,1646,1,-2.00,1.83,149,140,24.65,2.08,203,1432,124.74,0.81,0.000,21.7,0.00,0
1.889,-14.06,-7.81,14.58,16.9,14.21,-1.31,14.63,1.02,14.64,190,1.000,0.00,0.00,1703,1646,1,-2.00,1.84,149,140,24.65,2.08,203,1427,123.44,0.72,0.000,22.0,0.00,0
1.954,-13.28,-7.81,14.84,16.9,14.21,-1.30,14.63,1.02,14.64,190,1.000,0.00,0.00,1677,1646,1,-2.00,2.14,149,140,25.02,2.10,203,1444,124.24,0.73,0.000,21.7,0.00,0
2.012,-12.50,-7.81,15.22,16.5,14.21,-1.28,14.58,1.02,14.64,190,1.000,0.00,0.00,1657,1646,1,-1.00,2.19,149,140,26.06,2.12,203,1510,126.26,0.78,0.000,22.0,0.00,0
2.066,-10.94,-7.81,15.30,16.1,14.21,-1.30,14.52,1.01,14.59,190,1.000,0.00,0.00,1739,1646,1,0.50,2.35,149,140,27.31,2.16,203,1600,127.61,0.80,0.000,22.0,0.00,0
2.126,-10.94,-7.81,15.30,16.1,14.21,-1.31,14.74,1.02,14.76,190,1.000,0.00,0.00,1715,1646,1,2.00,2.43,149,140,28.59,2.18,203,1673,125.70,0.51,0.000,22.4,0.00,0
2.200,-10.94,-7.81,15.23,15.3,14.21,-1.36,14.74,1.01,14.76,190,1.000,0.00,0.00,1718,1646,1,2.50,2.55,149,138,29.00,2.20,203,1715,120.72,0.22,0.000,21.3,0.00,0
2.265,-10.94,-7.81,15.25,14.1,14.21,-1.53,14.74,0.98,14.76,190,1.000,0.00,0.00,1699,1646,1,3.00,2.57,149,138,28.21,2.16,203,1728,114.39,-0.08,0.000,20.1,0.00,0
2.308,-10.16,-7.81,15.29,13.3,14.21,-1.87,14.74,0.93,14.76,190,1.000,0.00,0.00,1680,1593,1,3.50,2.23,149,138,27.26,2.10,203,1748,110.46,-0.05,0.000,18.9,0.00,0
2.367,-10.16,-7.81,15.22,13.3,14.21,-2.15,14.73,0.89,14.76,190,1.000,0.00,0.00,1723,1593,1,5.00,2.25,149,138,26.77,2.10,203,1781,108.40,-0.02,0.000,18.5,0.00,0
2.444,-9.38,-7.81,15.26,12.9,14.21,-2.40,14.73,0.87,14.76,190,1.000,0.00,0.00,1620,1513,1,6.00,2.35,149,138,26.93,2.10,203,1852,106.70,-0.05,0.000,18.1,0.00,0
2.507,-9.38,-7.81,15.32,12.9,14.21,-2.57,14.72,0.83,14.76,190,1.000,0.00,0.00,1595,1513,1,7.50,2.47,149,138,27.21,2.10,203,1944,104.21,-0.23,0.000,18.1,0.00,0
2.587,-7.81,-7.81,15.42,12.2,14.21,-2.76,14.71,0.80,14.76,190,1.000,0.00,0.00,1602,1513,1,9.50,2.57,149,138,27.08,2.10,203,2006,98.20,-0.45,0.000,17.7,0.00,0
2.640,-7.81,-7.81,15.47,7.8,14.21,-2.95,14.71,0.76,14.76,190,1.000,0.00,0.00,1572,1447,1,9.50,2.17,151,138,25.90,2.06,203,2038,80.04,-1.52,0.000,16.5,0.00,0
2.698,-7.03,-7.81,15.43,0.0,14.21,-3.38,14.66,0.70,14.70,190,1.000,0.00,0.00,1524,1340,1,11.00,2.17,151,138,23.41,1.90,203,2038,60.86,-2.46,0.000,13.0,0.00,0
2.766,-2.34,-7.81,15.44,0.0,14.21,-4.04,14.68,0.57,14.70,190,1.000,0.00,0.00,1398,438,1,13.00,1.74,151,138,19.60,1.78,203,2049,38.40,-3.16,0.000,11.4,0.00,0
2.843,2.34,-7.81,15.48,0.0,14.21,-5.34,14.69,0.47,14.70,190,1.000,0.00,0.00,1221,438,1,12.00,1.76,151,138,15.38,1.62,203,2070,20.00,-3.46,0.000,7.9,0.00,0
2.886,3.12,-7.81,15.42,0.0,14.21,-6.63,14.66,0.36,14.70,190,1.000,0.00,0.00,1116,438,1,4.50,1.77,151,138,12.06,1.52,203,2075,0.00,-3.55,0.000,5.5,0.00,0
2.950,3.12,-7.81,15.32,0.0,14.21,-7.91,14.66,0.28,14.76,190,1.000,0.00,0.00,1035,438,1,5.00,1.32,151,138,9.70,1.30,203,2050,0.00,-2.19,0.000,5.5,0.00,0
3.021,2.34,-7.81,15.13,0.0,14.21,-8.90,14.70,0.23,14.76,190,1.000,0.00,0.00,970,438,1,5.00,1.31,151,138,7.89,1.24,203,2019,0.00,-1.10,0.000,5.5,0.00,0
3.074,2.34,-7.81,14.85,0.0,14.21,-9.61,14.70,0.21,15.05,190,1.000,0.00,0.00,917,438,1,5.50,0.85,151,138,6.83,1.22,203,1977,0.00,-0.29,0.000,5.5,0.00,0
3.132,1.56,-7.81,14.63,0.0,14.21,-10.12,14.70,0.19,15.11,190,1.000,0.00,0.00,861,438,1,5.50,0.83,151,136,6.30,1.22,203,1928,0.00,0.28,0.000,5.5,0.00,0
3.190,0.00,-7.81,14.37,0.0,14.21,-10.47,14.75,0.18,15.24,190,1.000,0.00,0.00,813,438,1,6.00,0.80,151,136,5.94,1.20,203,1884,0.00,0.70,0.000,5.9,0.00,0
3.248,-0.78,-7.81,14.32,0.0,14.21,-10.68,14.75,0.18,15.30,190,1.000,0.00,0.00,769,438,1,6.00,0.79,151,136,5.67,1.22,203,1823,0.00,0.99,0.000,5.9,0.00,0
3.306,-0.78,-7.81,14.28,0.0,14.21,-10.80,14.75,0.18,15.36,190,1.000,0.00,0.00,737,438,1,6.00,0.76,151,136,5.54,1.24,203,1772,0.00,1.19,0.000,5.9,0.00,0
3.380,-0.78,-7.81,14.31,0.0,14.21,-10.86,14.75,0.18,15.42,190,1.000,0.00,0.00,693,438,1,6.00,0.75,151,136,5.44,1.24,203,1714,0.00,1.33,0.000,6.3,0.00,0
3.445,-0.78,-7.81,14.33,0.0,14.21,-10.88,14.75,0.19,15.49,190,1.000,0.00,0.00,655,438,1,6.00,0.71,151,136,5.37,1.24,203,1654,0.00,1.43,0.000,6.3,0.00,0
3.489,-0.78,-7.81,14.33,0.0,14.21,-10.85,14.75,0.19,15.55,190,1.000,0.00,0.00,627,438,2,5.50,0.70,151,136,5.37,1.26,203,1604,0.00,1.48,0.000,6.3,0.00,0
3.554,0.00,-7.81,14.37,0.0,14.21,-10.83,14.70,0.19,15.49,190,1.000,0.00,0.00,605,438,2,5.50,0.67,151,136,5.18,1.24,203,1554,0.00,1.64,0.000,5.1,0.00,0
3.608,0.00,-7.81,14.39,0.0,14.21,-10.90,14.70,0.18,15.49,190,1.000,0.00,0.00,574,438,2,5.50,0.66,151,136,4.90,1.16,203,1518,0.00,1.85,0.000,5.1,0.00,0
3.686,0.00,-7.81,14.41,0.0,14.21,-10.97,14.70,0.18,15.42,190,1.000,0.00,0.00,547,438,2,5.00,0.64,151,136,4.64,1.16,203,1468,0.00,2.12,0.000,5.1,0.00,0
3.750,0.00,-7.81,14.45,0.0,14.21,-11.01,14.70,0.18,15.42,190,1.000,0.00,0.00,526,438,2,12.00,0.62,151,136,4.55,1.16,203,1435,0.00,2.26,0.000,5.1,0.00,0
3.821,0.00,-7.81,14.48,0.0,14.21,-11.02,14.70,0.18,15.42,190,1.000,0.00,0.00,501,438,2,12.00,0.61,151,136,4.48,1.16,203,1418,0.00,2.37,0.000,5.1,0.00,0
3.875,0.00,-7.81,14.51,0.0,14.21,-11.01,14.70,0.18,15.42,190,1.000,0.00,0.00,484,438,2,12.00,0.59,151,136,4.38,1.14,203,1389,0.00,2.47,0.000,5.1,0.00,0
3.931,0.00,-7.81,14.59,0.0,14.21,-11.01,14.70,0.18,15.42,190,1.000,0.00,0.00,454,438,2,11.50,0.59,151,136,4.32,1.14,203,1363,0.00,2.58,0.000,5.1,0.00,0
3.983,0.00,-7.81,14.61,0.0,14.21,-10.99,14.70,0.18,15.36,190,1.000,0.00,0.00,446,438,2,11.50,0.57,151,136,4.29,1.16,203,1343,0.00,2.64,0.000,5.1,0.00,0
4.041,0.00,-7.81,14.71,0.0,14.21,-10.98,14.70,0.19,15.36,190,1.000,0.00,0.00,435,438,2,11.50,0.57,151,136,4.17,1.16,203,1302,0.00,2.76,0.000,5.1,0.00,0
4.103,0.00,-7.81,14.85,0.0,14.21,-10.97,14.70,0.19,15.36,190,1.000,0.00,0.00,426,438,2,11.00,0.54,151,136,4.07,1.14,203,1259,0.00,2.87,0.000,5.1,0.00,0
4.159,0.00,-7.81,15.03,0.0,14.21,-10.92,14.70,0.19,15.30,190,1.000,0.00,0.00,418,438,2,10.50,0.53,151,136,3.97,1.16,203,1214,0.00,3.00,0.000,5.1,0.00,0
4.217,0.00,-7.81,15.24,0.0,14.21,-10.88,14.70,0.19,15.11,190,1.000,0.00,0.00,409,438,2,10.50,0.51,151,136,3.94,1.14,203,1180,0.00,3.14,0.000,5.1,0.00,0
4.285,0.00,-7.81,15.53,0.0,14.21,-10.83,14.70,0.19,15.11,190,1.000,0.00,0.00,414,438,2,10.00,0.49,151,136,3.93,1.16,203,1143,0.00,3.28,0.000,5.1,0.00,0
4.338,0.00,-7.81,15.76,2.4,14.21,-10.76,14.70,0.21,14.76,190,1.000,0.00,0.00,410,438,2,9.50,0.46,151,136,3.87,1.18,203,1087,21.90,3.54,0.000,6.3,0.00,0
4.429,0.00,-7.81,15.87,10.2,14.21,-10.51,14.70,0.25,14.53,190,1.000,0.00,0.00,399,438,2,10.00,0.44,151,136,4.21,1.38,203,1011,87.69,7.88,0.000,11.0,0.00,0
4.492,0.00,-7.81,16.15,14.5,14.21,-9.82,14.70,0.34,14.64,190,1.000,0.00,0.00,408,584,3,11.00,0.42,151,136,5.57,1.64,203,964,91.30,7.78,0.000,11.0,0.00,0
4.547,0.00,-7.81,16.30,15.7,14.21,-8.96,14.70,0.45,14.59,190,1.000,0.00,0.00,413,823,2,11.00,1.26,151,136,7.68,1.70,203,992,96.51,7.16,0.000,11.8,0.00,0
4.632,0.00,-7.81,16.85,14.5,14.21,-7.77,14.70,0.61,14.64,190,1.000,0.00,0.00,661,1115,2,0.50,1.57,151,138,11.17,1.74,203,1082,99.11,6.08,0.000,12.2,0.00,0
4.686,0.00,-7.81,17.44,13.3,14.21,-6.84,14.69,0.69,14.70,190,1.000,0.00,0.00,996,1301,2,0.00,1.68,151,138,13.94,1.78,203,1208,103.16,5.47,0.000,13.8,0.00,0
4.753,0.00,-7.81,18.16,13.3,14.21,-5.94,14.47,0.79,13.34,190,1.000,0.00,0.00,1134,1447,2,5.50,1.63,151,138,17.66,1.98,203,1323,105.74,4.46,0.000,16.1,0.00,0
4.808,0.00,-7.81,17.47,13.3,14.21,-4.93,14.47,0.84,13.34,190,1.000,0.00,0.00,1238,1513,2,5.00,1.75,151,138,19.84,1.98,203,1415,108.75,3.50,0.000,16.9,0.00,0
4.866,0.00,-7.81,15.96,13.3,14.21,-4.10,14.47,0.88,13.34,190,1.000,0.00,0.00,1294,1513,2,4.00,2.47,151,138,21.50,2.02,203,1464,109.80,2.67,0.000,17.3,0.00,0
4.933,0.00,-7.81,14.40,13.7,14.21,-3.55,14.47,0.89,14.70,190,1.000,0.00,0.00,1346,1513,2,3.50,2.53,151,138,22.54,2.02,203,1509,112.01,2.20,0.000,17.7,0.00,0
4.988,-3.12,-7.81,13.61,13.7,14.21,-3.18,14.47,0.91,14.53,190,1.000,0.00,0.00,1332,1513,2,3.00,2.61,151,138,23.21,2.02,203,1535,113.76,1.90,0.000,18.1,0.00,0
5.066,-6.25,-7.81,12.98,14.5,14.21,-2.85,14.47,0.92,14.53,190,1.000,0.00,0.00,1373,1513,2,2.50,2.28,151,138,23.41,2.02,203,1520,115.83,1.72,0.000,18.9,0.00,0
5.131,-7.81,-7.81,12.91,14.9,14.21,-2.60,14.48,0.94,14.53,190,1.000,0.00,0.00,1402,1593,2,2.00,2.25,151,138,23.24,2.06,203,1467,117.99,1.68,0.000,18.9,0.00,0
5.189,-7.81,-7.81,13.03,15.3,14.21,-2.33,14.48,0.97,14.53,190,1.000,0.00,0.00,1461,1593,2,0.50,2.12,151,138,22.46,2.04,203,1384,116.31,1.42,0.000,18.9,0.00,0
5.255,-7.81,-7.81,13.28,15.7,14.21,-2.11,14.50,0.97,14.53,190,1.000,0.00,0.00,1499,1593,2,-1.50,2.02,151,138,21.13,2.00,203,1302,113.39,1.12,0.000,18.5,0.00,0
5.307,-7.03,-7.81,13.63,15.7,14.21,-1.99,14.56,0.94,14.70,190,1.000,0.00,0.00,1486,1593,2,-2.50,1.91,151,138,20.57,1.92,203,1298,114.00,1.01,0.000,17.7,0.00,0
5.397,-6.25,-7.81,13.82,16.5,14.21,-1.95,14.64,0.93,14.70,190,1.000,0.00,0.00,1530,1593,2,-1.00,2.07,151,138,21.99,1.96,203,1417,121.14,1.28,0.000,19.7,0.00,0
5.452,-6.25,-7.81,13.86,16.1,14.21,-1.85,14.68,0.94,14.70,190,1.000,0.00,0.00,1545,1593,2,0.00,2.14,151,138,22.93,2.04,203,1440,120.58,1.17,0.000,19.7,0.00,0
5.508,-7.03,-7.81,13.93,15.7,14.21,-1.76,14.68,0.96,14.70,190,1.000,0.00,0.00,1529,1593,2,-0.50,2.10,151,138,22.40,2.04,203,1387,117.86,0.96,0.000,19.3,0.00,0
5.566,-7.03,-7.81,14.06,16.1,14.21,-1.69,14.68,0.94,14.70,190,1.000,0.00,0.00,1523,1593,2,-1.00,2.05,151,138,22.00,2.00,203,1380,117.89,0.90,0.000,18.9,0.00,0
5.653,-7.03,-7.81,14.20,16.1,14.21,-1.70,14.68,0.92,14.70,190,1.000,0.00,0.00,1531,1593,2,-0.50,2.13,151,138,22.92,2.00,203,1480,121.96,1.04,0.000,19.7,0.00,0
5.707,-7.03,-7.81,14.23,15.3,14.21,-1.70,14.68,0.93,14.70,190,1.000,0.00,0.00,1499,1593,2,1.00,2.25,151,138,23.55,2.04,203,1507,120.96,0.97,0.000,19.7,0.00,0
5.788,-7.03,-7.81,14.31,15.3,14.21,-1.68,14.68,0.93,14.70,190,1.000,0.00,0.00,1569,1593,2,1.00,2.22,151,138,23.27,2.04,203,1489,119.69,0.88,0.000,19.3,0.00,0
5.852,-6.25,-7.81,14.45,15.3,14.21,-1.69,14.68,0.92,14.70,190,1.000,0.00,0.00,1559,1593,2,1.00,2.21,151,138,23.06,2.02,203,1495,120.51,0.91,0.000,19.3,0.00,0
5.909,-6.25,-7.81,14.54,15.3,14.21,-1.70,14.68,0.91,14.70,190,1.000,0.00,0.00,1530,1593,2,1.50,1.95,151,138,23.49,2.04,203,1541,120.62,0.90,0.000,19.3,0.00,0
5.967,-6.25,-7.81,14.59,15.3,14.21,-1.71,14.68,0.91,14.70,190,1.000,0.00,0.00,1545,1593,2,2.50,1.99,151,138,23.77,2.04,203,1567,121.55,0.98,0.000,19.7,0.00,0
6.041,-6.25,-7.81,14.63,14.1,14.21,-1.69,14.68,0.91,14.70,190,1.000,0.00,0.00,1601,1593,2,3.00,2.01,151,138,23.89,2.08,203,1565,115.47,0.54,0.000,19.3,0.00,0
6.095,-6.25,-7.81,14.63,14.5,14.21,-1.72,14.68,0.89,14.70,190,1.000,0.00,0.00,1580,1593,2,3.00,2.00,151,138,23.48,2.02,203,1563,117.40,0.64,0.000,18.9,0.00,0
6.151,-5.47,-7.81,14.67,13.7,14.21,-1.77,14.68,0.89,14.70,190,1.000,0.00,0.00,1553,1593,2,3.50,2.01,151,138,23.38,2.06,203,1572,115.34,0.59,0.000,19.3,0.00,0
6.209,-5.47,-7.81,14.71,13.7,14.21,-1.82,14.68,0.88,14.70,190,1.000,0.00,0.00,1553,1513,2,4.00,2.03,151,138,23.85,2.06,203,1627,114.14,0.40,0.000,18.5,0.00,0
6.293,-5.47,-7.81,14.73,12.5,14.21,-1.97,14.67,0.85,14.70,190,1.000,0.00,0.00,1522,1513,2,4.50,2.11,151,138,23.45,2.04,203,1641,108.58,0.24,0.000,18.1,0.00,0
6.346,-5.47,-7.81,14.75,11.4,14.21,-2.17,14.67,0.83,14.70,190,1.000,0.00,0.00,1538,1513,2,6.00,2.11,151,138,22.70,2.00,203,1645,102.12,-0.05,0.000,16.9,0.00,0
6.422,-5.47,-7.81,14.76,10.2,14.21,-2.42,14.67,0.79,14.70,190,1.000,0.00,0.00,1470,1447,2,7.00,2.11,151,138,22.29,1.98,203,1678,94.39,-0.43,0.000,16.5,0.00,0
6.474,-5.47,-7.81,14.77,10.2,14.21,-2.67,14.66,0.75,14.70,190,1.000,0.00,0.00,1466,1447,2,8.00,2.18,151,138,21.67,1.90,203,1710,93.34,-0.39,0.000,15.7,0.00,0
6.531,-5.47,-7.81,14.83,10.2,14.21,-2.97,14.67,0.74,14.70,190,1.000,0.00,0.00,1424,1393,2,9.00,1.83,151,138,21.09,1.92,203,1713,93.99,-0.05,0.000,16.1,0.00,0
6.586,-4.69,-7.81,14.86,10.2,14.21,-3.09,14.68,0.72,14.70,190,1.000,0.00,0.00,1411,1393,2,9.00,1.81,151,138,20.78,1.96,203,1704,94.18,0.13,0.000,16.1,0.00,0
6.646,-4.69,-7.81,14.96,10.2,14.21,-3.20,14.67,0.72,14.70,190,1.000,0.00,0.00,1386,1393,2,9.50,1.83,151,138,20.82,1.96,203,1724,94.11,0.18,0.000,16.1,0.00,0
6.721,-3.91,-7.81,15.01,10.6,14.21,-3.29,14.68,0.71,14.70,190,1.000,0.00,0.00,1361,1340,2,9.50,1.87,151,138,21.04,1.96,203,1760,94.79,0.24,0.000,16.1,0.00,0
6.774,-3.91,-7.81,14.99,9.8,14.21,-3.31,14.68,0.71,14.70,190,1.000,0.00,0.00,1383,1340,2,10.00,1.88,151,138,21.05,1.98,203,1764,90.76,0.00,0.000,16.1,0.00,0
6.834,-3.91,-7.81,15.04,9.8,14.21,-3.34,14.68,0.70,14.70,190,1.000,0.00,0.00,1320,1340,2,10.00,1.88,151,138,20.81,1.94,203,1765,91.09,-0.02,0.000,15.7,0.00,0
6.889,-3.91,-7.81,15.04,10.2,14.21,-3.41,14.68,0.70,14.70,190,1.000,0.00,0.00,1333,1340,2,10.00,1.88,151,138,20.83,1.96,203,1782,91.80,0.14,0.000,16.1,0.00,0
6.954,-3.12,-7.81,15.02,9.4,14.21,-3.45,14.68,0.69,14.70,190,1.000,0.00,0.00,1355,1340,2,10.50,2.30,151,138,20.93,1.96,203,1812,84.50,-0.31,0.000,15.7,0.00,0
7.012,-3.12,-7.81,14.95,9.4,14.21,-3.57,14.68,0.67,14.70,190,1.000,0.00,0.00,1311,1340,2,11.00,1.94,151,138,20.51,1.94,203,1823,84.25,-0.43,0.000,15.0,0.00,0
7.068,-3.12,-7.81,14.82,9.4,14.21,-3.69,14.69,0.66,14.70,190,1.000,0.00,0.00,1333,1340,2,11.00,1.94,151,138,20.12,1.94,203,1814,86.12,-0.02,0.000,15.4,0.00,0
7.126,-3.91,-7.81,14.83,9.4,14.21,-3.69,14.69,0.66,14.70,190,1.000,0.00,0.00,1350,1340,2,11.00,1.93,151,138,20.23,1.96,203,1817,85.19,-0.10,0.000,15.4,0.00,0
7.193,-3.12,-7.81,14.82,9.8,14.21,-3.69,14.69,0.66,14.70,190,1.000,0.00,0.00,1332,1340,2,11.00,1.96,151,138,20.53,1.94,203,1859,88.74,0.08,0.000,15.7,0.00,0
7.248,-3.12,-7.81,14.84,9.4,14.21,-3.67,14.69,0.66,14.70,190,1.000,0.00,0.00,1333,1340,2,11.00,2.00,151,138,20.89,1.98,203,1880,83.04,-0.33,0.000,15.7,0.00,0
7.314,-3.12,-7.81,14.81,8.6,14.21,-3.71,14.69,0.65,14.70,190,1.000,0.00,0.00,1322,1340,2,11.50,2.00,151,140,20.06,1.92,203,1867,72.53,-1.11,0.000,14.2,0.00,0
7.368,-3.12,-7.81,14.73,8.6,14.21,-3.93,14.69,0.61,14.70,190,1.000,0.00,0.00,1290,1208,2,12.00,1.99,153,140,18.96,1.86,203,1865,70.08,-1.18,0.000,13.8,0.00,0
7.435,-3.91,-7.81,14.73,8.2,14.21,-4.20,14.70,0.58,14.70,190,1.000,0.00,0.00,1207,1115,2,14.00,1.60,153,140,18.37,1.82,203,1894,68.69,-1.03,0.000,13.4,0.00,0
7.493,-3.91,-7.81,14.71,8.2,14.21,-4.45,14.69,0.56,14.70,190,1.000,0.00,0.00,1157,1115,2,14.50,2.05,151,140,18.12,1.82,203,1921,64.72,-1.11,0.000,13.0,0.00,0
